,AGE,GENDER,IS_COBRAND,TIER,YEARS_IN_PROGRAM,IS_AIRACCRUAL,IS_HOTELREDEMPTION,IS_INACTIVE
30720,51,male,1,gold,1,0,0,0
30721,26,female,0,silver,4,1,0,0
30722,70,female,0,base,11,0,0,0
30723,70,unknown,1,silver,5,0,0,1
30724,63,male,1,gold,9,1,1,1
30725,21,male,0,silver,2,1,0,1
30726,43,male,0,base,9,0,0,0
30727,71,unknown,0,silver,9,1,1,1
30728,34,unknown,0,gold,3,1,0,0
30729,67,female,0,platinum,2,1,1,0
30730,26,female,1,gold,3,0,1,0
30731,68,unknown,1,silver,1,0,1,1
30732,54,female,1,silver,10,0,1,0
30733,74,male,0,gold,2,1,0,0
30734,16,unknown,1,platinum,6,0,1,1
30735,63,female,1,silver,7,0,1,1
30736,37,female,0,gold,5,1,0,1
30737,45,unknown,1,gold,1,0,0,0
30738,43,male,1,gold,11,1,0,1
30739,66,unknown,0,base,4,0,1,1
30740,27,female,1,platinum,5,0,0,0
30741,16,female,0,platinum,5,0,0,0
30742,73,female,1,gold,8,0,1,0
30743,50,unknown,1,platinum,4,1,0,1
30744,46,unknown,0,silver,7,1,1,0
30745,52,male,1,base,11,1,1,1
30746,58,unknown,0,base,10,1,1,0
30747,67,female,1,silver,7,0,0,1
30748,73,male,1,gold,5,0,1,0
30749,18,unknown,0,platinum,11,0,0,1
30750,74,female,1,silver,11,1,1,1
30751,25,male,1,silver,5,1,0,0
30752,72,female,0,gold,7,1,1,1
30753,34,female,0,base,6,0,0,0
30754,47,male,1,gold,4,1,1,1
30755,16,female,1,gold,5,0,0,0
30756,35,female,0,base,5,1,0,1
30757,13,female,1,platinum,2,1,1,1
30758,59,male,0,base,1,0,1,1
30759,16,female,0,platinum,2,0,0,1
30760,35,female,1,base,3,0,0,1
30761,29,male,0,gold,4,1,1,1
30762,37,male,1,gold,6,0,0,0
30763,37,unknown,0,silver,10,1,0,1
30764,18,female,0,platinum,3,1,0,0
30765,68,unknown,1,gold,10,0,1,1
30766,29,unknown,0,silver,10,0,1,0
30767,70,unknown,0,base,2,1,1,1
30768,39,female,1,platinum,5,1,1,1
30769,31,female,0,gold,6,1,1,1
30770,19,male,1,base,1,0,1,0
30771,22,female,0,gold,8,1,0,0
30772,74,male,1,silver,8,0,1,0
30773,54,female,0,gold,7,0,0,1
30774,31,female,0,platinum,3,1,0,0
30775,29,unknown,0,base,8,1,1,0
30776,43,female,0,base,8,1,0,0
30777,27,male,0,silver,8,0,1,1
30778,53,female,0,base,2,0,0,0
30779,58,female,0,platinum,1,0,1,0
30780,53,female,1,base,5,0,1,1
30781,20,female,1,silver,1,1,0,1
30782,19,unknown,0,gold,8,0,0,0
30783,36,unknown,1,base,10,0,0,1
30784,14,male,0,platinum,1,0,0,0
30785,40,unknown,0,silver,8,0,1,0
30786,34,unknown,0,base,7,0,0,0
30787,56,male,0,platinum,3,1,1,0
30788,67,female,0,base,9,0,0,0
30789,53,unknown,0,silver,2,0,0,1
30790,30,unknown,0,base,9,1,1,0
30791,16,unknown,1,gold,1,0,0,1
30792,23,unknown,1,base,7,1,1,1
30793,42,male,0,platinum,2,1,1,0
30794,21,female,0,gold,11,0,1,1
30795,17,male,0,base,4,0,1,1
30796,20,male,1,gold,5,1,0,1
30797,26,male,1,silver,6,1,1,1
30798,40,female,1,base,8,0,0,1
30799,50,female,1,gold,7,0,0,0
30800,51,male,0,base,4,0,1,0
30801,48,unknown,1,gold,1,0,1,0
30802,34,unknown,0,platinum,11,0,0,0
30803,49,female,1,base,7,0,1,1
30804,15,female,0,base,5,0,1,1
30805,17,male,0,silver,10,1,0,0
30806,72,female,1,platinum,9,1,1,1
30807,14,male,0,gold,11,0,1,1
30808,17,unknown,1,gold,3,1,1,1
30809,23,unknown,1,platinum,9,0,0,1
30810,39,male,1,platinum,3,1,1,0
30811,71,female,0,base,2,1,1,0
30812,54,unknown,0,gold,5,0,1,1
30813,51,male,1,base,8,0,1,1
30814,29,male,1,silver,8,1,0,0
30815,17,unknown,1,gold,3,1,1,1
30816,48,male,0,gold,2,1,1,0
30817,53,unknown,0,silver,1,0,1,0
30818,16,male,0,platinum,11,0,1,0
30819,68,unknown,1,platinum,8,0,0,0
30820,70,unknown,1,platinum,3,0,0,1
30821,31,unknown,1,platinum,1,1,0,0
30822,29,unknown,0,base,5,0,0,0
30823,72,male,0,gold,2,1,0,1
30824,31,female,1,gold,7,1,0,1
30825,20,female,1,silver,11,0,0,1
30826,17,female,1,base,3,1,1,0
30827,16,male,1,silver,10,1,0,0
30828,58,female,1,silver,11,0,0,0
30829,13,unknown,1,silver,4,1,0,1
30830,36,male,1,gold,4,1,0,1
30831,52,female,0,gold,5,0,0,0
30832,61,unknown,0,base,4,0,1,0
30833,15,male,0,base,8,0,1,0
30834,29,male,1,gold,11,0,1,0
30835,39,male,0,base,3,0,1,1
30836,71,unknown,0,base,1,1,1,0
30837,42,male,1,base,8,0,1,0
30838,73,female,1,silver,7,0,0,1
30839,59,male,1,gold,11,1,1,0
30840,12,female,1,base,9,1,1,0
30841,50,female,1,gold,6,1,1,0
30842,14,unknown,1,silver,2,0,0,1
30843,66,female,1,silver,8,0,0,0
30844,17,unknown,0,silver,8,0,0,0
30845,65,unknown,1,base,2,0,0,0
30846,61,unknown,0,silver,5,1,0,0
30847,51,male,1,base,11,1,1,1
30848,51,male,0,base,7,1,0,1
30849,13,female,0,gold,7,0,0,1
30850,12,female,0,gold,6,1,1,0
30851,39,unknown,0,platinum,10,1,0,0
30852,29,female,1,gold,11,0,1,1
30853,15,unknown,0,gold,3,1,1,0
30854,18,male,1,gold,1,0,0,0
30855,34,male,1,silver,7,1,1,1
30856,68,unknown,0,silver,8,1,0,1
30857,73,unknown,1,silver,7,1,1,1
30858,55,male,0,platinum,11,1,0,0
30859,67,female,0,base,8,0,1,0
30860,58,female,1,base,6,0,0,1
30861,19,male,1,silver,9,0,0,1
30862,67,unknown,1,platinum,11,1,1,1
30863,53,male,1,base,5,0,1,0
30864,65,male,0,base,4,0,0,0
30865,68,unknown,1,silver,7,1,1,1
30866,64,female,0,silver,1,1,0,0
30867,35,unknown,0,base,4,0,1,1
30868,72,unknown,0,base,6,0,0,1
30869,38,unknown,1,platinum,11,1,1,0
30870,25,female,0,base,5,1,1,0
30871,28,male,1,gold,1,1,1,0
30872,36,male,0,base,2,0,1,0
30873,74,unknown,1,gold,4,1,1,0
30874,73,unknown,1,gold,4,1,1,1
30875,23,female,1,platinum,1,1,0,0
30876,43,female,1,silver,11,0,1,0
30877,61,unknown,1,silver,11,0,0,0
30878,43,unknown,0,gold,8,0,1,1
30879,25,unknown,0,silver,6,0,1,1
30880,13,female,1,base,4,1,1,0
30881,24,male,0,platinum,9,1,0,0
30882,48,male,0,silver,4,0,1,1
30883,19,unknown,1,base,4,0,1,0
30884,72,unknown,1,platinum,5,0,1,1
30885,25,male,1,platinum,4,1,1,0
30886,16,unknown,1,base,10,1,0,0
30887,60,unknown,0,gold,2,1,1,1
30888,48,unknown,1,gold,2,1,1,1
30889,22,unknown,0,platinum,6,1,0,0
30890,61,male,1,gold,10,1,0,0
30891,32,female,0,platinum,6,0,1,0
30892,25,female,0,base,3,1,0,0
30893,30,male,1,base,3,0,1,1
30894,65,male,0,silver,5,0,1,1
30895,64,female,1,silver,3,1,0,1
30896,36,female,1,base,7,1,1,1
30897,34,female,0,platinum,1,1,1,1
30898,54,male,0,platinum,10,1,1,0
30899,26,male,0,silver,1,0,0,1
30900,28,male,1,platinum,1,1,0,1
30901,67,unknown,0,gold,1,0,1,0
30902,68,male,1,platinum,10,1,0,0
30903,39,male,1,silver,10,0,1,0
30904,60,female,0,platinum,4,1,1,1
30905,65,female,1,gold,4,1,0,1
30906,28,male,1,base,1,1,1,1
30907,69,female,1,gold,8,0,0,0
30908,37,female,0,gold,8,0,1,1
30909,73,unknown,0,silver,10,0,1,0
30910,23,unknown,1,gold,3,0,0,0
30911,34,unknown,0,base,1,1,1,1
30912,15,female,1,silver,6,0,1,1
30913,45,female,1,base,9,0,1,1
30914,74,female,0,gold,1,0,1,1
30915,50,male,1,platinum,5,0,1,1
30916,20,male,0,platinum,8,1,1,1
30917,37,unknown,1,gold,10,1,1,0
30918,56,male,1,base,11,0,1,0
30919,38,female,1,silver,6,0,0,0
30920,64,unknown,1,silver,2,1,0,0
30921,13,female,1,base,4,0,1,0
30922,69,female,1,silver,8,0,0,1
30923,16,female,1,platinum,9,1,1,1
30924,28,female,1,gold,5,1,1,1
30925,18,female,1,platinum,2,1,0,0
30926,57,female,1,platinum,8,0,0,1
30927,74,unknown,1,gold,7,1,1,0
30928,50,unknown,1,gold,8,1,0,0
30929,28,male,0,platinum,5,1,1,1
30930,36,unknown,0,base,3,1,1,0
30931,57,unknown,0,silver,9,0,0,1
30932,37,male,1,base,11,0,1,1
30933,45,unknown,1,base,10,1,1,0
30934,14,male,1,gold,11,0,1,0
30935,59,male,1,silver,11,0,1,0
30936,37,female,0,platinum,7,0,1,0
30937,65,female,1,gold,6,0,1,1
30938,17,unknown,0,base,3,0,0,1
30939,14,unknown,0,platinum,3,0,1,0
30940,69,unknown,0,gold,1,1,0,0
30941,47,female,1,silver,6,0,0,1
30942,36,unknown,1,base,6,1,0,0
30943,25,unknown,1,gold,8,0,0,1
30944,27,female,0,silver,1,0,0,0
30945,40,unknown,1,silver,5,1,0,1
30946,39,female,1,platinum,2,1,0,0
30947,65,unknown,0,gold,6,1,0,0
30948,53,female,1,base,10,1,0,0
30949,27,unknown,1,platinum,11,0,0,0
30950,62,female,1,gold,1,0,1,1
30951,63,male,1,base,8,0,0,0
30952,48,female,0,base,4,0,0,0
30953,67,unknown,1,silver,8,1,1,0
30954,52,male,0,platinum,5,1,0,0
30955,48,male,0,silver,5,1,1,0
30956,31,female,0,base,1,1,0,1
30957,67,unknown,0,gold,7,0,1,0
30958,64,female,1,platinum,1,0,0,0
30959,18,unknown,0,gold,2,1,1,1
30960,30,female,1,base,7,1,1,0
30961,28,female,0,base,10,0,1,0
30962,15,unknown,0,platinum,10,1,0,1
30963,35,female,1,silver,2,0,0,0
30964,62,unknown,0,platinum,11,0,0,0
30965,50,unknown,0,base,4,1,1,0
30966,46,female,0,base,2,0,0,0
30967,44,unknown,0,gold,7,0,0,0
30968,64,male,1,base,5,0,0,0
30969,39,unknown,1,silver,11,0,0,1
30970,73,female,0,platinum,6,0,1,1
30971,22,female,0,silver,3,0,1,0
30972,38,male,0,silver,8,1,0,0
30973,55,male,0,base,8,1,1,1
30974,30,male,0,silver,3,0,0,1
30975,74,female,1,silver,4,1,1,1
30976,47,unknown,1,silver,7,1,1,1
30977,56,female,1,silver,8,0,0,0
30978,20,unknown,0,gold,2,0,1,0
30979,57,unknown,0,platinum,11,0,0,1
30980,71,male,0,silver,2,0,1,0
30981,40,male,1,gold,7,1,1,1
30982,40,female,0,gold,11,1,0,1
30983,41,male,0,silver,1,1,0,1
30984,15,unknown,1,base,1,0,0,1
30985,35,unknown,1,platinum,6,0,1,1
30986,57,unknown,1,platinum,9,1,0,1
30987,18,male,0,gold,6,0,1,0
30988,31,unknown,1,base,4,0,1,1
30989,32,unknown,0,silver,2,1,0,0
30990,26,female,0,platinum,11,0,1,0
30991,38,female,0,gold,8,0,0,1
30992,68,male,0,silver,11,1,0,0
30993,41,female,1,silver,6,1,0,0
30994,70,male,0,gold,11,1,1,0
30995,44,female,1,platinum,8,1,1,0
30996,39,unknown,0,silver,5,0,0,0
30997,20,male,1,platinum,4,0,1,0
30998,35,male,0,gold,8,1,0,1
30999,69,male,0,gold,3,1,1,0
31000,47,male,0,base,6,0,1,1
31001,18,female,0,platinum,7,1,0,1
31002,42,female,1,platinum,5,0,1,0
31003,44,male,1,gold,5,1,1,0
31004,42,unknown,0,platinum,5,1,0,1
31005,30,male,1,silver,8,1,1,1
31006,35,male,0,silver,10,0,1,1
31007,37,unknown,1,platinum,5,1,1,1
31008,32,unknown,0,base,1,1,1,1
31009,73,male,1,silver,11,1,1,0
31010,55,male,1,silver,1,1,1,1
31011,44,unknown,1,silver,11,1,0,0
31012,41,male,0,silver,11,1,0,1
31013,58,unknown,1,platinum,11,1,1,0
31014,46,unknown,1,silver,9,0,0,1
31015,57,female,0,silver,7,0,0,0
31016,14,female,0,base,11,1,1,1
31017,14,unknown,0,silver,5,0,0,1
31018,73,male,1,base,2,1,1,0
31019,14,unknown,0,base,11,0,1,0
31020,22,female,0,silver,10,1,1,1
31021,36,female,1,gold,11,0,1,1
31022,54,unknown,1,gold,4,1,1,1
31023,31,unknown,0,base,6,1,1,1
31024,47,unknown,0,silver,5,1,1,1
31025,54,male,1,base,10,1,0,1
31026,40,female,1,silver,2,0,0,0
31027,17,male,1,platinum,10,0,1,0
31028,14,female,1,base,11,1,0,0
31029,42,unknown,0,platinum,8,0,0,1
31030,73,unknown,0,silver,6,1,1,0
31031,44,female,1,base,4,1,1,1
31032,18,male,0,silver,5,1,0,1
31033,36,male,1,base,2,1,0,0
31034,71,female,1,base,6,1,1,1
31035,57,female,1,base,7,1,0,0
31036,56,female,0,platinum,2,0,0,1
31037,12,female,1,platinum,7,0,0,1
31038,36,male,0,gold,3,1,1,1
31039,38,unknown,1,base,11,1,1,0
31040,19,male,0,platinum,3,1,0,1
31041,47,male,1,silver,4,0,0,0
31042,26,unknown,1,silver,1,1,0,0
31043,30,male,1,platinum,10,0,1,1
31044,38,male,0,base,9,1,0,0
31045,56,female,1,platinum,1,0,1,0
31046,53,unknown,1,gold,10,1,0,0
31047,18,female,1,gold,9,0,1,1
31048,23,unknown,0,base,3,0,0,0
31049,48,female,1,gold,7,1,1,0
31050,72,female,1,gold,9,1,0,1
31051,51,male,0,base,6,0,0,1
31052,15,male,1,base,4,1,1,0
31053,28,female,1,silver,3,0,1,1
31054,61,female,0,base,7,1,0,1
31055,52,unknown,1,platinum,1,0,0,1
31056,43,unknown,1,gold,11,1,1,1
31057,38,female,0,platinum,9,0,1,1
31058,30,unknown,0,base,9,1,1,1
31059,12,unknown,1,gold,11,1,1,1
31060,68,male,0,gold,11,0,1,0
31061,49,male,1,platinum,7,1,1,0
31062,28,unknown,0,base,8,0,0,1
31063,67,female,0,gold,6,1,1,1
31064,30,female,0,silver,8,1,0,0
31065,46,unknown,1,silver,1,1,1,1
31066,68,female,0,platinum,2,1,1,0
31067,26,male,0,gold,4,1,1,0
31068,52,female,1,base,4,1,1,0
31069,30,unknown,0,base,3,1,1,1
31070,45,unknown,1,platinum,3,1,1,1
31071,33,male,1,platinum,3,1,1,1
31072,40,male,0,gold,7,1,0,0
31073,59,unknown,0,base,4,0,1,1
31074,34,unknown,0,silver,11,0,1,1
31075,47,female,0,platinum,10,0,0,1
31076,39,unknown,0,gold,2,1,0,0
31077,17,male,1,gold,2,1,0,1
31078,12,female,0,gold,7,0,0,0
31079,27,male,1,platinum,4,0,0,1
31080,74,male,0,base,5,1,0,0
31081,65,male,1,platinum,8,1,1,1
31082,19,male,0,silver,1,0,0,0
31083,65,male,0,silver,3,0,1,0
31084,61,unknown,0,gold,7,1,1,1
31085,74,unknown,0,gold,3,0,0,1
31086,22,unknown,1,silver,9,0,1,0
31087,39,male,0,platinum,3,0,1,1
31088,49,female,0,silver,7,1,1,0
31089,36,unknown,1,silver,11,0,0,1
31090,59,unknown,0,silver,6,0,0,1
31091,32,unknown,1,platinum,2,0,0,0
31092,18,unknown,1,gold,8,1,1,0
31093,50,female,0,gold,11,0,1,0
31094,42,female,0,platinum,9,0,0,1
31095,16,female,0,base,5,0,1,0
31096,45,male,1,silver,7,1,1,0
31097,22,male,0,silver,2,0,1,0
31098,44,female,1,platinum,3,0,0,1
31099,35,female,1,gold,4,1,1,1
31100,64,unknown,0,silver,4,1,1,0
31101,41,unknown,0,base,5,0,1,1
31102,21,female,1,gold,6,0,0,0
31103,39,male,1,gold,9,1,0,1
31104,17,unknown,1,base,1,0,0,0
31105,24,female,0,base,8,1,0,1
31106,36,female,0,platinum,7,1,1,0
31107,52,female,0,platinum,3,1,0,0
31108,63,female,0,gold,8,1,1,0
31109,61,unknown,0,base,3,1,0,0
31110,42,unknown,0,silver,8,1,0,1
31111,39,female,0,base,8,1,0,1
31112,25,male,0,gold,7,1,1,1
31113,74,unknown,1,platinum,11,1,0,1
31114,24,female,0,platinum,10,0,1,0
31115,60,unknown,0,gold,9,0,0,0
31116,72,unknown,1,gold,10,1,0,0
31117,46,female,0,gold,6,0,0,0
31118,41,unknown,0,platinum,5,0,0,0
31119,57,unknown,1,gold,10,0,1,1
31120,29,unknown,1,gold,8,1,1,0
31121,65,male,1,platinum,1,0,1,1
31122,34,male,0,silver,3,1,1,0
31123,58,male,0,gold,7,1,0,0
31124,29,unknown,1,platinum,6,0,1,0
31125,64,unknown,1,silver,6,0,1,1
31126,13,unknown,0,silver,6,1,1,0
31127,13,male,0,base,2,0,0,1
31128,24,male,0,silver,10,1,1,0
31129,18,unknown,0,gold,11,1,1,1
31130,43,female,0,gold,11,1,1,1
31131,55,unknown,0,silver,7,0,0,0
31132,30,male,1,gold,5,1,0,1
31133,67,female,0,gold,11,0,1,0
31134,27,male,0,base,7,0,0,1
31135,32,male,1,platinum,1,1,0,0
31136,44,female,1,platinum,8,1,0,1
31137,56,female,0,platinum,8,0,0,0
31138,41,male,1,silver,11,1,1,1
31139,19,female,1,base,5,1,0,0
31140,46,unknown,0,platinum,8,1,1,1
31141,13,male,1,silver,3,1,0,0
31142,39,unknown,1,gold,10,0,0,1
31143,40,unknown,1,gold,1,1,0,1
31144,22,unknown,0,gold,6,0,0,0
31145,49,female,0,silver,7,1,0,1
31146,33,unknown,0,silver,5,1,1,1
31147,64,male,1,platinum,7,0,0,0
31148,68,male,0,platinum,9,1,0,0
31149,67,female,1,base,10,1,0,0
31150,22,female,0,gold,2,0,1,1
31151,61,female,1,silver,3,0,0,0
31152,27,male,0,platinum,1,1,1,1
31153,32,unknown,0,platinum,10,0,1,0
31154,47,female,1,gold,3,1,1,0
31155,30,female,1,platinum,1,1,1,1
31156,71,male,1,silver,2,1,0,0
31157,28,male,1,gold,10,0,1,0
31158,67,male,1,platinum,10,0,0,1
31159,25,unknown,1,platinum,10,0,1,0
31160,46,unknown,0,base,9,0,1,1
31161,71,unknown,1,gold,10,0,0,0
31162,55,unknown,1,gold,2,1,0,0
31163,29,male,1,platinum,3,1,0,0
31164,13,female,1,base,2,1,1,0
31165,47,male,0,platinum,9,1,0,0
31166,73,female,1,base,8,1,0,1
31167,51,female,1,gold,11,1,0,1
31168,15,female,1,base,8,1,0,0
31169,41,male,0,gold,3,0,1,1
31170,12,female,0,silver,10,1,1,1
31171,54,male,1,platinum,4,1,1,0
31172,60,unknown,1,silver,8,0,1,1
31173,20,unknown,1,gold,4,0,1,0
31174,71,male,0,base,8,1,0,0
31175,68,male,1,gold,9,1,0,0
31176,30,unknown,1,platinum,7,1,0,1
31177,48,unknown,0,silver,9,1,1,0
31178,67,male,0,silver,7,1,0,0
31179,26,male,1,base,2,1,1,0
31180,38,unknown,1,gold,10,0,0,1
31181,22,female,1,gold,9,0,1,1
31182,58,unknown,0,silver,2,1,1,1
31183,28,unknown,0,platinum,1,1,1,0
31184,25,male,1,platinum,9,1,0,0
31185,17,female,0,base,6,1,0,1
31186,38,male,1,platinum,2,1,1,1
31187,24,female,1,silver,8,0,1,0
31188,30,unknown,1,silver,1,0,1,1
31189,65,male,0,silver,5,0,1,0
31190,46,unknown,1,base,11,1,0,0
31191,26,male,1,base,4,1,1,0
31192,25,female,0,silver,11,1,0,0
31193,66,unknown,1,platinum,9,1,0,1
31194,21,male,0,base,1,0,1,1
31195,51,male,1,base,9,0,0,1
31196,74,male,1,gold,2,0,0,0
31197,32,male,1,silver,9,1,0,0
31198,40,male,0,gold,8,0,1,0
31199,13,female,0,base,7,0,0,1
31200,17,male,1,silver,1,1,0,0
31201,52,male,1,gold,5,0,0,0
31202,31,female,0,platinum,2,1,0,1
31203,52,female,1,platinum,9,1,1,1
31204,24,unknown,0,silver,8,0,1,1
31205,71,unknown,0,gold,7,1,1,0
31206,36,unknown,0,platinum,9,0,0,1
31207,32,unknown,0,silver,1,0,0,0
31208,21,male,0,platinum,11,1,0,0
31209,29,male,1,gold,9,1,1,0
31210,35,female,1,gold,4,0,0,1
31211,54,male,1,silver,1,1,0,0
31212,17,unknown,1,gold,4,1,0,0
31213,49,female,1,gold,9,0,0,1
31214,18,male,0,silver,9,1,0,0
31215,56,unknown,1,base,6,1,0,0
31216,24,female,1,silver,7,1,1,0
31217,57,female,0,base,1,1,0,1
31218,44,female,1,silver,3,1,0,1
31219,49,male,1,base,10,1,1,0
31220,67,male,0,gold,11,1,1,1
31221,30,unknown,1,gold,7,1,0,0
31222,59,unknown,0,gold,10,0,1,1
31223,23,female,1,gold,8,1,1,1
31224,23,female,1,platinum,4,1,1,0
31225,56,female,1,silver,4,0,0,1
31226,59,unknown,0,silver,8,1,1,0
31227,25,unknown,0,platinum,10,0,0,0
31228,53,female,0,platinum,10,0,1,1
31229,34,unknown,1,gold,1,1,1,0
31230,49,male,0,platinum,1,0,1,1
31231,49,unknown,0,silver,7,0,1,1
31232,16,female,0,silver,4,1,0,1
31233,53,unknown,0,silver,6,0,0,1
31234,46,male,1,base,9,0,0,0
31235,66,male,1,gold,5,0,0,0
31236,33,unknown,0,silver,2,0,0,1
31237,17,male,1,base,3,1,1,0
31238,20,male,0,gold,6,0,1,0
31239,71,male,0,silver,10,1,1,1
31240,70,female,0,silver,9,1,0,0
31241,70,female,1,silver,3,1,1,1
31242,18,unknown,1,base,1,1,1,0
31243,46,male,0,platinum,11,0,0,0
31244,74,male,0,silver,1,1,1,0
31245,15,male,0,silver,3,1,0,0
31246,73,unknown,0,platinum,2,1,1,1
31247,33,female,1,silver,4,0,0,0
31248,62,unknown,1,gold,10,0,0,0
31249,61,female,1,base,10,1,1,0
31250,41,unknown,1,base,4,1,0,0
31251,62,female,1,gold,4,1,1,1
31252,32,male,0,platinum,5,1,0,1
31253,31,male,1,base,11,1,0,1
31254,71,male,0,gold,4,1,0,1
31255,31,female,1,platinum,7,1,1,0
31256,16,female,0,gold,4,1,1,0
31257,29,male,0,silver,6,1,0,0
31258,48,unknown,1,gold,4,1,1,0
31259,52,female,1,platinum,9,0,1,1
31260,62,female,1,base,1,1,1,0
31261,28,male,0,base,4,0,0,0
31262,14,female,1,base,9,1,1,1
31263,54,unknown,1,gold,5,1,1,1
31264,65,male,1,base,6,1,0,1
31265,44,female,0,gold,11,0,0,1
31266,73,female,0,base,8,1,0,0
31267,70,male,1,platinum,6,1,1,0
31268,28,female,1,platinum,6,1,0,0
31269,41,female,0,platinum,8,1,1,1
31270,40,male,1,gold,2,1,0,1
31271,61,female,1,platinum,4,1,1,0
31272,59,female,1,gold,8,0,1,0
31273,36,female,0,base,1,0,1,1
31274,41,male,0,base,5,0,0,1
31275,61,female,0,silver,3,0,0,1
31276,54,female,1,platinum,9,0,0,0
31277,68,male,1,base,3,0,1,1
31278,51,female,1,base,2,1,1,1
31279,14,male,0,gold,6,0,0,1
31280,61,male,1,gold,1,1,0,0
31281,65,male,0,gold,7,0,0,0
31282,72,female,0,silver,11,1,1,0
31283,53,male,1,base,9,0,1,0
31284,50,male,1,platinum,2,1,1,1
31285,57,unknown,1,platinum,7,0,1,0
31286,19,unknown,1,silver,5,0,1,0
31287,59,male,0,base,3,0,1,0
31288,41,male,0,gold,10,1,0,1
31289,17,unknown,1,silver,2,0,0,1
31290,12,female,0,silver,4,0,0,0
31291,69,unknown,1,silver,11,1,0,0
31292,55,unknown,0,base,11,1,1,1
31293,22,female,0,gold,7,0,1,1
31294,52,male,0,gold,1,1,1,1
31295,57,female,1,gold,10,1,1,0
31296,44,male,1,base,7,1,0,1
31297,41,unknown,1,gold,8,1,0,0
31298,52,male,0,gold,10,0,1,0
31299,68,unknown,0,gold,9,1,0,1
31300,61,male,0,gold,1,0,1,0
31301,50,unknown,1,gold,11,1,1,0
31302,48,male,1,platinum,7,0,1,1
31303,25,unknown,1,silver,7,0,0,1
31304,40,unknown,1,base,9,0,0,0
31305,38,male,0,silver,6,0,0,1
31306,32,male,0,platinum,1,1,0,0
31307,51,female,0,gold,6,0,1,1
31308,20,female,1,platinum,2,0,0,1
31309,48,female,0,silver,1,0,0,0
31310,55,male,0,silver,9,1,1,1
31311,17,female,1,platinum,10,1,1,1
31312,66,unknown,0,gold,4,1,1,1
31313,15,male,0,platinum,2,1,1,0
31314,63,male,0,platinum,9,0,0,1
31315,70,unknown,0,base,4,1,0,0
31316,43,unknown,0,base,7,1,0,1
31317,62,female,0,platinum,11,0,0,1
31318,16,male,0,gold,5,1,1,0
31319,21,female,0,silver,6,1,1,0
31320,32,female,1,silver,2,1,0,1
31321,51,female,0,gold,8,0,0,0
31322,50,female,0,platinum,1,0,0,0
31323,48,male,1,platinum,3,1,1,0
31324,65,unknown,0,base,9,0,1,1
31325,22,male,0,silver,6,1,0,0
31326,53,male,0,gold,6,0,0,0
31327,14,unknown,1,platinum,1,1,0,1
31328,47,female,0,gold,2,1,1,1
31329,55,male,0,silver,2,0,0,1
31330,42,male,1,silver,10,0,1,1
31331,27,female,0,platinum,2,1,1,1
31332,64,male,0,silver,7,0,0,1
31333,58,unknown,0,silver,6,0,1,1
31334,44,male,0,silver,3,0,0,1
31335,18,unknown,1,base,9,0,0,1
31336,18,unknown,1,base,2,1,0,0
31337,35,male,0,silver,1,0,1,1
31338,25,female,1,platinum,5,1,0,0
31339,44,female,0,gold,4,1,0,0
31340,21,unknown,0,silver,4,0,0,1
31341,44,male,1,gold,3,1,0,0
31342,48,unknown,0,base,8,0,1,1
31343,47,unknown,0,platinum,6,0,1,0
31344,65,male,1,silver,2,1,0,0
31345,46,female,0,silver,1,1,0,1
31346,61,female,1,platinum,8,0,0,1
31347,70,unknown,1,base,9,1,1,1
31348,56,female,1,gold,6,0,0,1
31349,36,male,0,platinum,5,0,0,1
31350,40,male,1,silver,5,0,0,0
31351,58,unknown,0,gold,1,0,1,0
31352,35,male,0,silver,3,0,1,1
31353,70,female,1,platinum,9,1,1,1
31354,21,female,1,gold,6,0,1,0
31355,53,female,1,platinum,11,1,1,0
31356,74,female,1,silver,2,0,1,1
31357,40,female,0,silver,7,0,0,1
31358,49,unknown,1,base,8,1,0,0
31359,55,female,0,base,5,1,1,0
31360,27,male,0,gold,1,0,1,1
31361,12,unknown,1,gold,5,1,1,0
31362,56,female,0,platinum,7,1,0,0
31363,64,male,0,gold,5,0,0,0
31364,16,unknown,1,base,2,1,1,1
31365,69,male,1,gold,9,0,1,0
31366,74,male,0,gold,10,1,0,1
31367,62,unknown,0,base,6,1,1,1
31368,72,unknown,1,platinum,6,0,0,1
31369,31,male,1,platinum,5,1,1,0
31370,28,unknown,1,platinum,8,1,1,1
31371,20,unknown,1,gold,3,1,1,0
31372,48,female,0,gold,1,0,1,0
31373,22,unknown,0,silver,1,0,1,0
31374,40,female,1,silver,1,0,1,0
31375,19,male,0,silver,8,1,1,0
31376,36,male,0,gold,9,1,1,1
31377,47,male,1,platinum,8,0,1,1
31378,36,female,1,gold,10,1,0,0
31379,55,unknown,0,platinum,11,1,1,0
31380,53,female,0,gold,6,1,1,1
31381,18,male,1,platinum,5,1,0,0
31382,55,male,0,gold,2,0,0,0
31383,49,female,1,silver,6,1,1,0
31384,31,female,0,silver,11,0,0,1
31385,35,unknown,0,platinum,6,1,0,0
31386,46,unknown,1,silver,1,1,0,0
31387,45,female,0,gold,6,1,1,1
31388,31,unknown,1,gold,11,1,1,1
31389,43,male,0,base,2,1,1,1
31390,46,unknown,1,gold,11,1,1,1
31391,43,unknown,1,gold,2,1,0,1
31392,17,female,0,silver,6,1,1,0
